Index,"Region, development group, country or area of destination",Coverage,Data type,Location code of destination,"Region, development group, country or area of origin",Location code of origin,1990_total,1995_total,2000_total,2005_total,2010_total,2015_total,2020_total,2024_total,1990_males,1995_males,2000_males,2005_males,2010_males,2015_males,2020_males,2024_males,1990_females,1995_females,2000_females,2005_females,2010_females,2015_females,2020_females,2024_females
14440,Belarus,,B,112,Georgia,268,4214,3973,3731,3680,3629,3596,3542,3501,4214,3973,3731,3680,3629,3596,3542,3501,4214,3973,3731,3680,3629,3596,3542,3501
14441,Belarus,,B,112,Israel,376,81,148,215,207,198,208,204,202,81,148,215,207,198,208,204,202,81,148,215,207,198,208,204,202
14442,Belarus,,B,112,Jordan,400,..,1,1,1,1,1,..,..,..,1,1,1,1,1,..,..,..,1,1,1,1,1,..,..
14443,Belarus,,B,112,Lebanon,422,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
14444,Belarus,,B,112,Syrian Arab Republic,760,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
14445,Belarus,,B,112,Türkiye,792,..,1,1,1,1,1,..,..,..,1,1,1,1,1,..,..,..,1,1,1,1,1,..,..
14446,Belarus,,B,112,United Arab Emirates,784,6,9,12,12,11,12,10,10,6,9,12,12,11,12,10,10,6,9,12,12,11,12,10,10
14447,Belarus,,B,112,Yemen,887,2,4,6,6,6,6,4,4,2,4,6,6,6,6,4,4,2,4,6,6,6,6,4,4
14450,Belarus,,B,112,Bulgaria,100,11,21,30,29,27,30,28,27,11,21,30,29,27,30,28,27,11,21,30,29,27,30,28,27
14451,Belarus,,B,112,Czechia,203,44,57,69,66,63,67,65,64,44,57,69,66,63,67,65,64,44,57,69,66,63,67,65,64
14452,Belarus,,B,112,Hungary,348,142,182,221,213,204,214,210,207,142,182,221,213,204,214,210,207,142,182,221,213,204,214,210,207
14453,Belarus,,B,112,Poland,616,102,185,267,257,246,257,252,250,102,185,267,257,246,257,252,250,102,185,267,257,246,257,252,250
14454,Belarus,,B,112,Republic of Moldova*,498,4123,3887,3651,3602,3552,3519,3466,3425,4123,3887,3651,3602,3552,3519,3466,3425,4123,3887,3651,3602,3552,3519,3466,3425
14455,Belarus,,B,112,Romania,642,4,9,13,13,13,13,11,11,4,9,13,13,13,13,11,11,4,9,13,13,13,13,11,11
14456,Belarus,,B,112,Russian Federation,643,441924,416651,391378,386035,380692,377195,371772,367421,441924,416651,391378,386035,380692,377195,371772,367421,441924,416651,391378,386035,380692,377195,371772,367421
14457,Belarus,,B,112,Slovakia,703,14,16,18,17,16,18,16,16,14,16,18,17,16,18,16,16,14,16,18,17,16,18,16,16
14458,Belarus,,B,112,Ukraine*,804,136498,128693,120887,119237,117586,116506,114804,113460,136498,128693,120887,119237,117586,116506,114804,113460,136498,128693,120887,119237,117586,116506,114804,113460
14460,Belarus,,B,112,Denmark*,208,44,64,84,81,77,81,78,77,44,64,84,81,77,81,78,77,44,64,84,81,77,81,78,77
14461,Belarus,,B,112,Estonia,233,1720,1970,2220,2133,2045,2139,2107,2083,1720,1970,2220,2133,2045,2139,2107,2083,1720,1970,2220,2133,2045,2139,2107,2083
14462,Belarus,,B,112,Finland*,246,475,825,1174,1128,1082,1132,1114,1101,475,825,1174,1128,1082,1132,1114,1101,475,825,1174,1128,1082,1132,1114,1101
14463,Belarus,,B,112,Ireland,372,9,13,16,16,16,16,14,14,9,13,16,16,16,16,14,14,9,13,16,16,16,16,14,14
14464,Belarus,,B,112,Latvia,428,5948,6813,7677,7375,7073,7399,7289,7204,5948,6813,7677,7375,7073,7399,7289,7204,5948,6813,7677,7375,7073,7399,7289,7204
14465,Belarus,,B,112,Lithuania,440,10284,11779,13273,12751,12228,12793,12605,12458,10284,11779,13273,12751,12228,12793,12605,12458,10284,11779,13273,12751,12228,12793,12605,12458
14466,Belarus,,B,112,Norway*,578,19,23,27,26,25,27,25,25,19,23,27,26,25,27,25,25,19,23,27,26,25,27,25,25
14467,Belarus,,B,112,Sweden,752,68,119,169,162,155,163,159,157,68,119,169,162,155,163,159,157,68,119,169,162,155,163,159,157
14468,Belarus,,B,112,United Kingdom*,826,162,231,300,289,277,290,285,282,162,231,300,289,277,290,285,282,162,231,300,289,277,290,285,282
14470,Belarus,,B,112,Greece,300,89,83,76,73,70,73,71,70,89,83,76,73,70,73,71,70,89,83,76,73,70,73,71,70
14471,Belarus,,B,112,Italy,380,1,2,3,3,3,3,1,1,1,2,3,3,3,3,1,1,1,2,3,3,3,3,1,1
14472,Belarus,,B,112,Serbia*,688,4,9,13,13,13,13,11,11,4,9,13,13,13,13,11,11,4,9,13,13,13,13,11,11
14473,Belarus,,B,112,Spain*,724,12,16,19,18,17,19,17,17,12,16,19,18,17,19,17,17,12,16,19,18,17,19,17,17
14475,Belarus,,B,112,Austria,40,23,33,43,42,40,41,39,38,23,33,43,42,40,41,39,38,23,33,43,42,40,41,39,38
14476,Belarus,,B,112,Belgium,56,8,12,15,15,14,15,13,13,8,12,15,15,14,15,13,13,8,12,15,15,14,15,13,13
14477,Belarus,,B,112,Germany,276,11,21,31,30,29,31,29,29,11,21,31,30,29,31,29,29,11,21,31,30,29,31,29,29
14478,Belarus,,B,112,Switzerland,756,9,13,16,16,16,16,14,14,9,13,16,16,16,16,14,14,9,13,16,16,16,16,14,14
14481,Belarus,,B,112,Cuba,192,1,2,3,3,3,3,1,1,1,2,3,3,3,3,1,1,1,2,3,3,3,3,1,1
14483,Belarus,,B,112,Argentina,32,36,53,69,66,63,67,65,64,36,53,69,66,63,67,65,64,36,53,69,66,63,67,65,64
14484,Belarus,,B,112,Brazil,76,37,54,70,68,65,68,66,65,37,54,70,68,65,68,66,65,37,54,70,68,65,68,66,65
14485,Belarus,,B,112,Uruguay,858,14,19,24,23,22,24,22,22,14,19,24,23,22,24,22,22,14,19,24,23,22,24,22,22
14487,Belarus,,B,112,Canada,124,41,71,100,96,92,97,94,93,41,71,100,96,92,97,94,93,41,71,100,96,92,97,94,93
14488,Belarus,,B,112,United States of America*,840,19,36,52,51,49,50,48,47,19,36,52,51,49,50,48,47,19,36,52,51,49,50,48,47
14491,Belarus,,B,112,Australia*,36,9,13,16,16,16,16,14,14,9,13,16,16,16,16,14,14,9,13,16,16,16,16,14,14
14520,Bulgaria,,B,100,Burundi,108,2,3,4,6,8,8,8,11,2,3,4,6,8,8,8,11,2,3,4,6,8,8,8,11
14521,Bulgaria,,B,100,Djibouti,262,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
14522,Bulgaria,,B,100,Eritrea,232,..,..,..,1,1,1,1,1,..,..,..,1,1,1,1,1,..,..,..,1,1,1,1,1
14523,Bulgaria,,B,100,Ethiopia,231,2,3,4,6,8,13,19,26,2,3,4,6,8,13,19,26,2,3,4,6,8,13,19,26
14524,Bulgaria,,B,100,Kenya,404,1,2,3,5,6,10,16,22,1,2,3,5,6,10,16,22,1,2,3,5,6,10,16,22
14525,Bulgaria,,B,100,Madagascar,450,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
14526,Bulgaria,,B,100,Malawi,454,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
14527,Bulgaria,,B,100,Mauritius,480,..,..,..,1,1,2,4,6,..,..,..,1,1,2,4,6,..,..,..,1,1,2,4,6
14528,Bulgaria,,B,100,Mozambique,508,2,4,5,8,10,14,16,22,2,4,5,8,10,14,16,22,2,4,5,8,10,14,16,22
14529,Bulgaria,,B,100,Rwanda,646,..,..,..,1,1,1,1,1,..,..,..,1,1,1,1,1,..,..,..,1,1,1,1,1
14530,Bulgaria,,B,100,Seychelles,690,..,..,..,..,..,..,1,1,..,..,..,..,..,..,1,1,..,..,..,..,..,..,1,1
14531,Bulgaria,,B,100,Somalia,706,..,..,..,..,..,8,11,15,..,..,..,..,..,8,11,15,..,..,..,..,..,8,11,15
14532,Bulgaria,,B,100,Uganda,800,..,..,..,1,1,2,3,4,..,..,..,1,1,2,3,4,..,..,..,1,1,2,3,4
14533,Bulgaria,,B,100,United Republic of Tanzania,834,..,..,..,..,..,1,1,1,..,..,..,..,..,1,1,1,..,..,..,..,..,1,1,1
14534,Bulgaria,,B,100,Zambia,894,1,2,3,5,6,5,6,8,1,2,3,5,6,5,6,8,1,2,3,5,6,5,6,8
14535,Bulgaria,,B,100,Zimbabwe,716,1,3,4,6,8,10,18,25,1,3,4,6,8,10,18,25,1,3,4,6,8,10,18,25
14537,Bulgaria,,B,100,Angola,24,..,1,2,3,4,6,10,14,..,1,2,3,4,6,10,14,..,1,2,3,4,6,10,14
14538,Bulgaria,,B,100,Cameroon,120,..,..,..,..,..,2,6,8,..,..,..,..,..,2,6,8,..,..,..,..,..,2,6,8
14539,Bulgaria,,B,100,Chad,148,..,..,..,1,1,1,1,1,..,..,..,1,1,1,1,1,..,..,..,1,1,1,1,1
14540,Bulgaria,,B,100,Congo,178,1,2,3,4,5,6,15,21,1,2,3,4,5,6,15,21,1,2,3,4,5,6,15,21
14541,Bulgaria,,B,100,Democratic Republic of the Congo,180,1,1,1,2,2,2,2,3,1,1,1,2,2,2,2,3,1,1,1,2,2,2,2,3
14542,Bulgaria,,B,100,Gabon,266,2,3,4,6,7,7,5,7,2,3,4,6,7,7,5,7,2,3,4,6,7,7,5,7
14544,Bulgaria,,B,100,Algeria,12,9,45,80,124,163,153,177,243,9,45,80,124,163,153,177,243,9,45,80,124,163,153,177,243
14545,Bulgaria,,B,100,Egypt,818,7,12,16,22,27,56,96,132,7,12,16,22,27,56,96,132,7,12,16,22,27,56,96,132
14546,Bulgaria,,B,100,Libya,434,12,29,46,67,87,103,124,171,12,29,46,67,87,103,124,171,12,29,46,67,87,103,124,171
14547,Bulgaria,,B,100,Morocco,504,4,10,16,24,31,45,67,92,4,10,16,24,31,45,67,92,4,10,16,24,31,45,67,92
14548,Bulgaria,,B,100,Sudan,729,1,2,3,5,6,8,8,11,1,2,3,5,6,8,8,11,1,2,3,5,6,8,8,11
14549,Bulgaria,,B,100,Tunisia,788,1,6,10,15,20,24,38,52,1,6,10,15,20,24,38,52,1,6,10,15,20,24,38,52
14551,Bulgaria,,B,100,Botswana,72,2,4,5,8,10,10,10,14,2,4,5,8,10,10,10,14,2,4,5,8,10,10,10,14
14552,Bulgaria,,B,100,Eswatini,748,1,2,2,3,3,2,1,1,1,2,2,3,3,2,1,1,1,2,2,3,3,2,1,1
14553,Bulgaria,,B,100,Namibia,516,..,..,..,1,1,3,4,5,..,..,..,1,1,3,4,5,..,..,..,1,1,3,4,5
14554,Bulgaria,,B,100,South Africa,710,6,20,33,50,65,98,167,230,6,20,33,50,65,98,167,230,6,20,33,50,65,98,167,230
14556,Bulgaria,,B,100,Benin,204,..,3,6,10,13,11,11,15,..,3,6,10,13,11,11,15,..,3,6,10,13,11,11,15
14557,Bulgaria,,B,100,Burkina Faso,854,1,2,2,3,4,4,4,6,1,2,2,3,4,4,4,6,1,2,2,3,4,4,4,6
14558,Bulgaria,,B,100,Cabo Verde,132,..,1,1,2,2,2,2,3,..,1,1,2,2,2,2,3,..,1,1,2,2,2,2,3
14559,Bulgaria,,B,100,Côte d'Ivoire,384,..,..,..,1,1,5,6,8,..,..,..,1,1,5,6,8,..,..,..,1,1,5,6,8
14560,Bulgaria,,B,100,Gambia,270,1,2,3,4,5,5,5,6,1,2,3,4,5,5,5,6,1,2,3,4,5,5,5,6
14561,Bulgaria,,B,100,Ghana,288,1,2,3,5,6,8,10,14,1,2,3,5,6,8,10,14,1,2,3,5,6,8,10,14
14562,Bulgaria,,B,100,Guinea,324,1,1,1,2,2,1,1,1,1,1,1,2,2,1,1,1,1,1,1,2,2,1,1,1
14563,Bulgaria,,B,100,Guinea-Bissau,624,..,1,1,2,2,2,2,3,..,1,1,2,2,2,2,3,..,1,1,2,2,2,2,3
14564,Bulgaria,,B,100,Liberia,430,..,1,1,2,2,1,2,3,..,1,1,2,2,1,2,3,..,1,1,2,2,1,2,3
14565,Bulgaria,,B,100,Mali,466,..,..,..,1,1,2,2,3,..,..,..,1,1,2,2,3,..,..,..,1,1,2,2,3
14566,Bulgaria,,B,100,Mauritania,478,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
14567,Bulgaria,,B,100,Niger,562,3,2,1,1,..,..,..,..,3,2,1,1,..,..,..,..,3,2,1,1,..,..,..,..
14568,Bulgaria,,B,100,Nigeria,566,3,5,6,9,11,22,63,87,3,5,6,9,11,22,63,87,3,5,6,9,11,22,63,87
14569,Bulgaria,,B,100,Senegal,686,1,2,2,3,4,4,4,6,1,2,2,3,4,4,4,6,1,2,2,3,4,4,4,6
14570,Bulgaria,,B,100,Sierra Leone,694,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
14571,Bulgaria,,B,100,Togo,768,..,..,..,..,1,1,3,4,..,..,..,..,1,1,3,4,..,..,..,..,1,1,3,4
14574,Bulgaria,,B,100,Kazakhstan,398,63,191,319,476,619,928,1493,2053,63,191,319,476,619,928,1493,2053,63,191,319,476,619,928,1493,2053
14575,Bulgaria,,B,100,Kyrgyzstan,417,7,16,25,38,49,104,147,202,7,16,25,38,49,104,147,202,7,16,25,38,49,104,147,202
14576,Bulgaria,,B,100,Tajikistan,762,4,17,30,46,60,79,103,141,4,17,30,46,60,79,103,141,4,17,30,46,60,79,103,141
14577,Bulgaria,,B,100,Turkmenistan,795,7,42,76,118,156,168,201,276,7,42,76,118,156,168,201,276,7,42,76,118,156,168,201,276
14578,Bulgaria,,B,100,Uzbekistan,860,17,108,199,308,408,457,610,839,17,108,199,308,408,457,610,839,17,108,199,308,408,457,610,839
14580,Bulgaria,,B,100,China,156,151,196,241,309,369,558,808,1112,151,196,241,309,369,558,808,1112,151,196,241,309,369,558,808,1112
14581,Bulgaria,,B,100,Dem. People's Republic of Korea,408,..,..,..,9,17,19,23,32,..,..,..,9,17,19,23,32,..,..,..,9,17,19,23,32
14582,Bulgaria,,B,100,Japan,392,13,22,30,42,52,91,121,167,13,22,30,42,52,91,121,167,13,22,30,42,52,91,121,167
14583,Bulgaria,,B,100,Mongolia,496,12,17,22,30,36,52,64,88,12,17,22,30,36,52,64,88,12,17,22,30,36,52,64,88
14584,Bulgaria,,B,100,Republic of Korea,410,14,21,28,21,31,76,122,167,14,21,28,21,31,76,122,167,14,21,28,21,31,76,122,167
14586,Bulgaria,,B,100,Afghanistan,4,77,70,62,553,505,875,128,176,77,70,62,553,505,875,128,176,77,70,62,553,505,875,128,176
14587,Bulgaria,,B,100,Bangladesh,50,4,69,134,211,282,243,251,345,4,69,134,211,282,243,251,345,4,69,134,211,282,243,251,345
14588,Bulgaria,,B,100,Bhutan,64,..,3,6,9,12,9,9,12,..,3,6,9,12,9,9,12,..,3,6,9,12,9,9,12
14589,Bulgaria,,B,100,India,356,30,30,30,34,37,85,190,261,30,30,30,34,37,85,190,261,30,30,30,34,37,85,190,261
14590,Bulgaria,,B,100,Iran (Islamic Republic of),364,12,22,32,46,57,87,141,194,12,22,32,46,57,87,141,194,12,22,32,46,57,87,141,194
14591,Bulgaria,,B,100,Maldives,462,..,..,..,1,1,1,..,..,..,..,..,1,1,1,..,..,..,..,..,1,1,1,..,..
14592,Bulgaria,,B,100,Nepal,524,..,..,..,..,..,..,5,7,..,..,..,..,..,..,5,7,..,..,..,..,..,..,5,7
14593,Bulgaria,,B,100,Pakistan,586,1,2,3,5,6,52,108,149,1,2,3,5,6,52,108,149,1,2,3,5,6,52,108,149
14594,Bulgaria,,B,100,Sri Lanka,144,..,1,1,2,3,2,6,8,..,1,1,2,3,2,6,8,..,1,1,2,3,2,6,8
14596,Bulgaria,,B,100,Brunei Darussalam,96,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
14597,Bulgaria,,B,100,Cambodia,116,4,6,7,9,11,11,13,18,4,6,7,9,11,11,13,18,4,6,7,9,11,11,13,18
14598,Bulgaria,,B,100,Indonesia,360,1,4,7,10,13,27,49,68,1,4,7,10,13,27,49,68,1,4,7,10,13,27,49,68
14599,Bulgaria,,B,100,Lao People's Democratic Republic,418,..,..,..,1,1,1,..,..,..,..,..,1,1,1,..,..,..,..,..,1,1,1,..,..
14600,Bulgaria,,B,100,Malaysia,458,..,..,..,1,1,1,6,8,..,..,..,1,1,1,6,8,..,..,..,1,1,1,6,8
14601,Bulgaria,,B,100,Philippines,608,6,12,17,25,31,67,136,187,6,12,17,25,31,67,136,187,6,12,17,25,31,67,136,187
14602,Bulgaria,,B,100,Singapore,702,1,2,3,4,5,7,18,24,1,2,3,4,5,7,18,24,1,2,3,4,5,7,18,24
14603,Bulgaria,,B,100,Thailand,764,3,5,7,10,12,28,48,66,3,5,7,10,12,28,48,66,3,5,7,10,12,28,48,66
14604,Bulgaria,,B,100,Viet Nam,704,102,118,133,161,186,195,278,382,102,118,133,161,186,195,278,382,102,118,133,161,186,195,278,382
14606,Bulgaria,,B,100,Armenia,51,602,600,597,656,700,795,993,1365,602,600,597,656,700,795,993,1365,602,600,597,656,700,795,993,1365
14607,Bulgaria,,B,100,Azerbaijan,31,4,256,508,804,1077,964,1068,1469,4,256,508,804,1077,964,1068,1469,4,256,508,804,1077,964,1068,1469
14608,Bulgaria,,B,100,Bahrain,48,..,1,2,3,4,9,14,19,..,1,2,3,4,9,14,19,..,1,2,3,4,9,14,19
14609,Bulgaria,,B,100,Cyprus,196,51,58,65,79,90,422,675,928,51,58,65,79,90,422,675,928,51,58,65,79,90,422,675,928
14610,Bulgaria,,B,100,Georgia,268,38,64,90,125,156,209,271,373,38,64,90,125,156,209,271,373,38,64,90,125,156,209,271,373
14611,Bulgaria,,B,100,Iraq,368,53,70,87,296,547,1302,418,575,53,70,87,296,547,1302,418,575,53,70,87,296,547,1302,418,575
14612,Bulgaria,,B,100,Israel,376,17,41,65,96,123,190,306,421,17,41,65,96,123,190,306,421,17,41,65,96,123,190,306,421
14613,Bulgaria,,B,100,Jordan,400,9,12,15,19,23,53,80,110,9,12,15,19,23,53,80,110,9,12,15,19,23,53,80,110
14614,Bulgaria,,B,100,Kuwait,414,1,7,12,18,24,34,72,99,1,7,12,18,24,34,72,99,1,7,12,18,24,34,72,99
14615,Bulgaria,,B,100,Lebanon,422,59,73,87,110,131,184,290,399,59,73,87,110,131,184,290,399,59,73,87,110,131,184,290,399
14616,Bulgaria,,B,100,Oman,512,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
14617,Bulgaria,,B,100,Qatar,634,..,1,1,2,2,9,18,25,..,1,1,2,2,9,18,25,..,1,1,2,2,9,18,25
14618,Bulgaria,,B,100,Saudi Arabia,682,..,3,6,10,13,19,42,58,..,3,6,10,13,19,42,58,..,3,6,10,13,19,42,58
14619,Bulgaria,,B,100,State of Palestine,275,..,..,..,..,..,14,31,43,..,..,..,..,..,14,31,43,..,..,..,..,..,14,31,43
14620,Bulgaria,,B,100,Syrian Arab Republic,760,85,110,134,172,204,5376,6872,9449,85,110,134,172,204,5376,6872,9449,85,110,134,172,204,5376,6872,9449
14621,Bulgaria,,B,100,Türkiye,792,274,434,593,810,1004,2448,4947,6803,274,434,593,810,1004,2448,4947,6803,274,434,593,810,1004,2448,4947,6803
14622,Bulgaria,,B,100,United Arab Emirates,784,..,6,11,18,24,66,155,213,..,6,11,18,24,66,155,213,..,6,11,18,24,66,155,213
14623,Bulgaria,,B,100,Yemen,887,6,7,7,8,9,12,27,37,6,7,7,8,9,12,27,37,6,7,7,8,9,12,27,37
14626,Bulgaria,,B,100,Belarus,112,72,159,246,356,456,556,810,1113,72,159,246,356,456,556,810,1113,72,159,246,356,456,556,810,1113
14627,Bulgaria,,B,100,Czechia,203,106,194,282,397,500,614,845,1162,106,194,282,397,500,614,845,1162,106,194,282,397,500,614,845,1162
14628,Bulgaria,,B,100,Hungary,348,40,73,106,150,189,188,217,299,40,73,106,150,189,188,217,299,40,73,106,150,189,188,217,299
14629,Bulgaria,,B,100,Poland,616,295,390,485,628,754,1007,1263,1737,295,390,485,628,754,1007,1263,1737,295,390,485,628,754,1007,1263,1737
14630,Bulgaria,,B,100,Republic of Moldova*,498,346,518,690,928,1140,1377,1912,2630,346,518,690,928,1140,1377,1912,2630,346,518,690,928,1140,1377,1912,2630
14631,Bulgaria,,B,100,Romania,642,88,841,1593,2488,3307,2538,2074,2852,88,841,1593,2488,3307,2538,2074,2852,88,841,1593,2488,3307,2538,2074,2852
14632,Bulgaria,,B,100,Russian Federation,643,5340,6940,8539,10971,13106,16054,22300,30666,5340,6940,8539,10971,13106,16054,22300,30666,5340,6940,8539,10971,13106,16054,22300,30666
14633,Bulgaria,,B,100,Slovakia,703,51,83,115,158,196,228,273,376,51,83,115,158,196,228,273,376,51,83,115,158,196,228,273,376
14634,Bulgaria,,B,100,Ukraine*,804,1225,1859,2492,3364,4142,4752,7419,40185,1225,1859,2492,3364,4142,4752,7419,40185,1225,1859,2492,3364,4142,4752,7419,40185
14636,Bulgaria,,B,100,Denmark*,208,3,6,9,13,16,78,241,331,3,6,9,13,16,78,241,331,3,6,9,13,16,78,241,331
14637,Bulgaria,,B,100,Estonia,233,3,11,19,30,39,45,69,95,3,11,19,30,39,45,69,95,3,11,19,30,39,45,69,95
14638,Bulgaria,,B,100,Finland*,246,6,10,14,19,24,65,104,143,6,10,14,19,24,65,104,143,6,10,14,19,24,65,104,143
14639,Bulgaria,,B,100,Iceland,352,..,15,29,47,62,8,15,21,..,15,29,47,62,8,15,21,..,15,29,47,62,8,15,21
14640,Bulgaria,,B,100,Ireland,372,2,3,3,4,4,103,176,242,2,3,3,4,4,103,176,242,2,3,3,4,4,103,176,242
14641,Bulgaria,,B,100,Isle of Man*,833,..,..,1,1,2,2,6,8,..,..,1,1,2,2,6,8,..,..,1,1,2,2,6,8
14642,Bulgaria,,B,100,Latvia,428,9,27,45,67,88,117,166,228,9,27,45,67,88,117,166,228,9,27,45,67,88,117,166,228
14643,Bulgaria,,B,100,Lithuania,440,8,26,44,66,87,96,114,156,8,26,44,66,87,96,114,156,8,26,44,66,87,96,114,156
14644,Bulgaria,,B,100,Norway*,578,1,10,18,29,38,116,262,360,1,10,18,29,38,116,262,360,1,10,18,29,38,116,262,360
14645,Bulgaria,,B,100,Sweden,752,6,15,24,36,46,135,250,344,6,15,24,36,46,135,250,344,6,15,24,36,46,135,250,344
14646,Bulgaria,,B,100,United Kingdom*,826,14,299,583,920,1229,2786,5643,7760,14,299,583,920,1229,2786,5643,7760,14,299,583,920,1229,2786,5643,7760
14648,Bulgaria,,B,100,Albania,8,49,151,252,377,490,470,574,789,49,151,252,377,490,470,574,789,49,151,252,377,490,470,574,789
14649,Bulgaria,,B,100,Andorra,20,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
14650,Bulgaria,,B,100,Bosnia and Herzegovina,70,7,13,19,28,35,37,53,73,7,13,19,28,35,37,53,73,7,13,19,28,35,37,53,73
14651,Bulgaria,,B,100,Croatia,191,7,14,20,29,37,41,52,72,7,14,20,29,37,41,52,72,7,14,20,29,37,41,52,72
14652,Bulgaria,,B,100,Gibraltar*,292,1,2,3,5,6,4,7,9,1,2,3,5,6,4,7,9,1,2,3,5,6,4,7,9
14653,Bulgaria,,B,100,Greece,300,469,870,1270,1791,2260,2947,3554,4887,469,870,1270,1791,2260,2947,3554,4887,469,870,1270,1791,2260,2947,3554,4887
14654,Bulgaria,,B,100,Holy See*,336,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
14655,Bulgaria,,B,100,Italy,380,31,105,178,268,349,1016,1593,2191,31,105,178,268,349,1016,1593,2191,31,105,178,268,349,1016,1593,2191
14656,Bulgaria,,B,100,Malta,470,1,5,8,12,15,31,74,102,1,5,8,12,15,31,74,102,1,5,8,12,15,31,74,102
14657,Bulgaria,,B,100,Montenegro,499,3,5,6,9,11,12,18,25,3,5,6,9,11,12,18,25,3,5,6,9,11,12,18,25
14658,Bulgaria,,B,100,North Macedonia,807,449,568,687,873,1035,1115,1680,2310,449,568,687,873,1035,1115,1680,2310,449,568,687,873,1035,1115,1680,2310
14659,Bulgaria,,B,100,Portugal,620,..,10,19,31,42,180,284,390,..,10,19,31,42,180,284,390,..,10,19,31,42,180,284,390
14660,Bulgaria,,B,100,San Marino,674,1,2,2,3,3,5,4,6,1,2,2,3,3,5,4,6,1,2,2,3,3,5,4,6
14661,Bulgaria,,B,100,Serbia*,688,295,478,661,864,1081,1026,1489,2048,295,478,661,864,1081,1026,1489,2048,295,478,661,864,1081,1026,1489,2048
14662,Bulgaria,,B,100,Slovenia,705,4,7,9,13,16,40,53,73,4,7,9,13,16,40,53,73,4,7,9,13,16,40,53,73
14663,Bulgaria,,B,100,Spain*,724,8,161,314,495,661,2288,3507,4823,8,161,314,495,661,2288,3507,4823,8,161,314,495,661,2288,3507,4823
14665,Bulgaria,,B,100,Austria,40,12,27,41,59,75,363,874,1202,12,27,41,59,75,363,874,1202,12,27,41,59,75,363,874,1202
14666,Bulgaria,,B,100,Belgium,56,3,38,72,114,152,635,1229,1690,3,38,72,114,152,635,1229,1690,3,38,72,114,152,635,1229,1690
14667,Bulgaria,,B,100,France*,250,23,66,108,160,208,739,1353,1861,23,66,108,160,208,739,1353,1861,23,66,108,160,208,739,1353,1861
14668,Bulgaria,,B,100,Germany,276,138,307,475,688,880,2329,5933,8158,138,307,475,688,880,2329,5933,8158,138,307,475,688,880,2329,5933,8158
14669,Bulgaria,,B,100,Liechtenstein,438,..,..,..,1,1,1,1,1,..,..,..,1,1,1,1,1,..,..,..,1,1,1,1,1
14670,Bulgaria,,B,100,Luxembourg,442,1,2,2,3,3,36,53,73,1,2,2,3,3,36,53,73,1,2,2,3,3,36,53,73
